ensembl.gene.id	X0610	X0687	X1809	X1812	X1938	X1941
IZUMO3	0	0	0	0	0	0
KRTAP10-2	0	0	1	0	0	1
TP53TG3D	6	3	8	4	7	5
TP53TG3C	3	3	6	3	6	4
SPDYE18	10	2	9	13	12	16
OR52J3	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0
RGL3	122	93	156	163	201	169
NAP1L4	4070	2852	3354	3924	4155	4218
TMEM256	213	118	297	415	485	355
CPT1B	54	34	120	100	111	135
SMN2	2712	2225	1031	1256	1072	1255
SERF1B	1074	681	598	630	744	577
HMGN1	10430	5619	8299	7787	10512	9195
DENND6B	438	201	433	360	585	526
EIF3CL	10818	10752	7793	9345	7860	8155
LCMT1	638	506	600	693	960	686
MFSD2B	266	202	265	266	381	282
VCX3B	9	2	6	0	4	2
CDPF1	239	163	241	279	324	340
HTN3	0	0	0	0	0	0
LIN52	419	382	280	302	285	351
ARSH	0	0	0	0	0	0
ACOT6	4	0	0	1	0	0
SMIM11	437	234	428	412	462	470
TECRL	1	0	0	0	0	0
DPF3	148	73	199	173	214	173
MANSC4	4	2	6	5	4	2
SMIM45	5	0	6	1	6	5
ETFRF1	424	296	322	424	424	296
C17orf107	29	78	26	27	30	29
MBD3L4	0	0	1	0	1	0
ITSN1	987	1106	1066	1235	757	853
ITPRIPL2	783	2215	682	1139	528	731
DENND1C	2785	1271	2793	2384	3303	3817
CRLF2	11	108	2	17	4	28
CRYZL1	648	474	709	739	695	744
C5orf51	850	1343	624	769	602	669
GAGE1	1	0	1	0	0	0
ARRDC5	184	48	57	38	40	82
CYS1	155	48	181	62	203	109
PLPP6	500	356	385	412	531	557
KLRC2	46	29	18	13	46	29
KLRC3	16	11	6	5	16	11
GMNC	1	0	0	0	1	0
TTC23L	11	5	17	8	19	14
CLEC6A	2	41	2	5	2	41
C22orf42	2	3	2	2	2	1
NANOGNB	0	0	0	0	0	0
LRRC72	0	0	0	0	10	0
C1QTNF9B	2	4	8	1	5	2
KRTAP5-6	2	1	0	1	0	0
KRTAP5-2	0	0	1	0	0	1
KRTAP5-1	13	11	15	19	15	11
DEFB134	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0
BHLHA9	1	0	0	0	0	0
ZNF316	2589	2983	2965	2868	2975	2868
DAZ4	1	0	0	0	0	0
ONECUT3	2	3	5	3	1	4
CEMP1	0	0	0	0	0	0
OLIG2	3	77	4	20	2	5
C21orf62	81	16	74	12	30	24
RNPS1	4058	3346	3237	3625	4064	4024
DAZ2	1	0	0	0	0	0
DNAJC19	680	462	608	695	768	696
IFITM5	17	13	9	4	2	3
SMIM21	0	0	0	0	0	0
C18orf63	0	0	0	0	1	0
DEFA1	10	112	39	69	4	3
DOK6	110	104	79	51	62	82
TMEM211	3	9	5	6	4	4
SERPINB11	0	1	0	0	0	0
SERPINB4	1	6	3	1	0	2
SERPINB5	14	492	54	176	54	51
ZDHHC11B	55	25	118	40	91	43
KRTAP19-8	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0
KRTAP27-1	0	0	1	0	0	0
CFAP99	3	9	2	4	3	1
GOLGA8O	424	383	1015	846	726	951
TMEM191C	112	60	137	132	139	158
RNASE13	1	2	3	1	1	0
HBA1	2237	2396	2608	3354	2164	5844
HBM	1	1	1	0	0	0
ELOA2	0	0	0	1	0	0
ATP10A	473	560	315	512	423	737
ANKUB1	2	7	3	1	0	2
PRR23A	4	1	0	0	1	1
FOXL2NB	0	1	0	4	1	0
COL6A6	12	8	9	6	5	12
RAB12	1150	1062	813	823	811	871
LRRC30	0	0	0	0	0	0
TMEM200C	120	122	68	69	100	103
HLA-A	34325	41563	35814	46620	61579	63567
HACD2	1480	1679	1242	1453	1384	1281
CFAP44	317	313	472	338	564	476
CD200R1L	11	7	7	10	6	11
OR5K3	0	0	0	0	0	0
VGLL3	490	717	303	321	206	318
ZCWPW2	14	18	30	19	32	10
ANKRD28	817	1044	902	1011	896	895
COLQ	105	66	87	64	136	131
METTL6	324	356	302	326	342	384
XKR4	178	59	92	45	141	141
GPX3	4084	1916	5877	2094	1931	1510
DIO2	22	72	23	44	15	17
SELENOH	589	396	625	697	937	899
DIO1	5	3	6	4	3	7
STK38L	1435	3483	1340	2190	1435	3483
SACM1L	2222	2184	1630	1892	1568	2111
TSN	2324	2124	1495	1985	1838	2018
SLC48A1	691	530	689	929	691	530
TSSK1B	0	0	0	0	0	0
PRR22	55	62	67	83	117	84
TAS2R14	82	51	59	68	82	51
TAS2R13	1	0	2	0	1	0
KRTAP16-1	4	0	0	1	1	3
KRTAP29-1	4	1	5	0	4	1
KRTAP9-6	1	0	0	0	0	0
CTAGE1	97	132	75	100	73	92
KRTAP4-11	2	0	1	0	2	0
KRTAP4-9	0	0	0	0	0	0
KRTAP2-3	0	0	0	0	0	0
KRTAP2-1	0	0	1	0	0	0
RTL8B	412	494	378	458	378	458
OR2A42	48	26	89	73	35	28
RNF208	98	70	118	78	101	61
KRTAP3-3	0	0	0	0	0	0
KRTAP3-2	1	0	0	0	1	0
MT-ND4L	43048	35773	29011	21679	29011	21679
MAP10	178	103	129	115	159	189
KRTAP12-4	0	0	0	0	0	0
KRTAP10-3	1	0	0	0	0	1
KRTAP6-3	0	0	0	0	0	0
POU5F1B	37	58	55	45	61	38
ZNF580	1141	560	1374	1137	1463	1294
ZNF611	340	376	351	411	414	495
KLK9	0	0	0	0	0	0
SYT3	17	9	13	24	15	7
NUP62	2535	2519	1958	2278	2318	2610
CGB8	1	3	4	2	4	4
DENND1B	643	637	551	485	613	486
SFT2D2	2602	2513	1750	1788	1803	2328
CEP43	757	563	719	667	729	667
SCAF8	785	1184	906	926	916	926
ACKR1	2083	867	1805	1438	1814	2494
ZNF254	426	486	447	484	400	437
DYNLT2B	49	25	45	58	45	32
CRIP1	158	55	155	140	254	217
KLHL23	352	523	389	393	272	234
LINGO4	8	5	18	18	24	46
FAM24B	70	32	78	68	105	73
TRIM59	562	289	424	399	423	435
MLLT11	365	220	170	228	159	146
ASIC3	81	46	92	87	112	89
CCDC183	28	18	65	45	94	57
ARHGEF35	307	563	299	500	109	73
OR2F1	0	0	3	0	0	0
CSH2	4	1	2	0	0	1
DNLZ	22	18	11	16	8	13
TCL1B	8	1	57	36	5	7
TSGA13	0	0	0	0	0	0
NRAS	2076	2902	1336	1996	1763	1953
LTC4S	77	36	137	89	153	99
ANKRD39	158	104	174	202	202	213
QTRT1	1403	865	1263	1318	1836	1400
CHUK	929	1531	692	1080	620	848
MXD3	684	359	766	739	835	644
GSTM2	704	207	1114	557	1176	739
COG8	322	215	229	232	277	262
ARHGAP19	686	437	703	634	831	861
HAUS7	52	45	73	82	73	82
LCAT	374	240	326	281	381	317
MAGEA12	0	0	0	0	0	0
PVRIG	8	4	4	15	15	5
KRTAP4-12	1	1	1	1	1	0
KRTAP2-4	0	0	0	0	0	0
SIPA1	5244	3975	4981	5593	5244	3975
SYNJ2BP	988	1157	970	962	1042	1097
ARL2	460	320	492	695	460	320
TTLL13P	6	3	4	0	4	4
GBP7	3	29	1	0	9	14
RBMXL1	1928	1819	1659	1670	1720	1989
SRA1	926	1173	867	1299	1095	1134
STIMATE	34	45	53	82	32	44
DNAJC9	513	344	423	606	595	515
C8orf82	624	517	1003	970	1306	882
VDAC1	5182	6722	3477	6464	4807	4622
HEXA	749	648	976	1129	875	991
NDUFS3	1330	1073	1299	1834	1765	1678
LEPROT	2070	3228	1996	2440	1843	2192
LBH	5015	2595	3757	3500	4417	5417
ADAT3	84	97	110	176	107	119
PPP1CB	5825	8095	3818	4502	4230	3641
SULT1A4	52	54	71	68	62	72
GPSM3	3284	3505	3900	3889	5095	5604
LAT	343	98	111	120	277	433
NCKIPSD	467	416	505	623	638	635
ATF6B	2797	2123	2905	3113	3060	3144
TREX1	0	0	0	0	0	0
S1PR3	1379	752	1001	580	774	707
FAM209B	16	22	21	36	32	23
CLIC1	6911	11176	5983	10406	8102	8438
DDAH2	1392	1162	1728	1984	2001	1734
RPS29	9343	4693	13316	14294	21516	18420
UGT2B11	0	2	11	13	18	8
ATP6V1G2	112	30	93	43	102	71
ZNF134	565	437	575	478	566	624
DDX47	85	69	66	95	85	69
ZNF888	360	495	403	393	353	377
ZNF845	361	415	376	353	318	390
KLRK1	144	31	64	46	144	31
CEACAM18	0	1	2	2	2	0
EMP2	1715	1564	1324	1447	1201	854
UBD	5	3	4	8	11	12
CEACAM16	0	0	0	2	2	2
SLC23A3	58	57	77	78	95	41
LTB4R	616	802	853	1001	886	920
LTB4R2	40	77	81	105	83	90
DNASE1	1183	42	1649	91	1537	107
MDP1	7	6	6	7	8	11
LEUTX	0	0	0	0	0	0
CSNK1E	1573	1476	1700	1812	1717	1540
CCL27	0	0	0	0	0	0
IRF9	447	644	409	468	535	734
GALT	647	411	920	880	974	943
HBE1	0	0	0	0	0	0
HBG1	16	22	17	17	0	5
ITGA1	2031	5107	2007	3622	1442	1928
NUDT19	543	505	307	360	356	370
ZNF726	105	63	82	101	104	114
ZNF99	31	24	15	21	19	19
TAX1BP3	64	94	60	113	91	70
AP1G2	1779	1004	2305	2075	2503	2457
ZNF90	134	88	159	154	149	127
NAXD	1454	1122	1528	1627	1739	1532
TM6SF2	12	18	12	40	23	3
MEF2B	136	19	80	29	173	54
GANC	329	342	503	617	397	480
TTLL3	839	923	1671	1407	1530	1607
REPIN1	4411	2666	4179	3726	5066	4448
MRPL23	916	745	1118	1550	1830	1474
ZNF891	153	113	149	181	183	195
IFNA7	0	1	0	0	1	0
SMIM7	791	718	750	901	897	714
FBXO16	44	32	26	23	26	21
TSPAN4	1169	742	1311	1195	1477	1553
CPNE1	2855	2157	2435	2468	3710	3743
ARL16	569	391	333	339	1012	940
SMCO1	1	0	1	0	1	0
WEE2	3	2	0	0	6	2
MAGEB1	0	0	0	0	0	0
LYRM4	694	412	643	700	868	797
MYCBP	590	607	412	676	567	564
TMEM213	4	2	7	11	2	8
PRCD	66	30	129	85	77	82
ALG3	922	1026	575	987	785	844
SH3D21	448	1043	693	845	634	323
SMIM30	869	803	700	994	756	899
C19orf38	85	313	180	303	190	314
IQCJ	0	0	0	0	0	0
FIS1	1319	1087	1728	2167	2269	2109
ANG	125	136	159	170	140	69
NPS	0	0	0	0	0	0
COLCA2	130	102	185	132	130	102
SPDYE3	295	135	183	167	225	237
MBLAC1	63	26	60	88	64	78
C3orf56	0	0	0	0	0	0
FOXI3	3	1	0	0	0	1
SOGA3	2	2	0	2	10	2
NEURL1B	1027	1120	1284	1444	1260	944
EFCAB9	1	0	0	0	1	0
HAUS3	657	457	536	536	564	678
VSTM5	14	24	26	22	14	24
LCNL1	244	53	601	189	461	368
BBIP1	569	597	488	598	516	655
TRIM77	0	0	0	0	0	0
GNAT3	0	0	0	0	0	0
AS3MT	4	5	11	7	2	5
PLIN5	121	474	95	236	86	65
SEC14L6	16	10	14	21	21	19
HIGD1C	2	0	2	1	2	0
NOTO	2	1	0	5	4	1
PPME1	840	934	680	779	840	934
KRTAP2-2	0	0	0	0	0	0
STARD10	1133	1332	1486	1808	1133	1332
NUTM2D	323	216	229	218	249	228
CPEB1	73	49	76	41	68	41
EML6	1349	152	1109	339	1459	363
DEFB113	0	0	0	0	0	0
ZNF727	39	33	53	47	57	58
B3GALT9	115	76	41	63	50	53
ZSWIM8	1651	2598	2357	2760	1980	2449
IQCF5	0	0	0	0	0	0
IQCF6	0	0	0	0	0	0
C10orf105	26	13	9	13	23	22
ARHGEF33	19	10	14	8	22	11
C12orf71	9	4	8	7	9	4
IFRD2	1139	1195	727	1140	887	1090
CAPN14	29	12	56	41	75	69
ZBED1	1428	1694	1651	1801	1559	1535
TOMM6	0	0	0	0	0	0
HNRNPUL2	2033	1444	1743	1736	2259	1942
CSKMT	113	73	131	142	116	124
MS4A18	1	0	0	0	1	2
MS4A4E	119	69	226	227	108	161
FER1L6	28	140	16	60	112	22
CDRT15L2	0	0	0	0	1	0
MTCP1	40	38	60	58	60	58
RAD51AP2	1	2	1	4	2	4
EVPLL	2	0	2	1	4	0
DCDC2C	3	0	0	1	2	0
SMTNL1	15	30	23	41	25	23
TRIM64C	0	2	0	0	0	0
PNMA6E	0	1	1	0	1	0
SPATA31D1	1	0	1	0	0	0
NPIPA8	20	3	19	10	18	18
ZSWIM7	568	412	631	633	629	610
GPR33	1	5	0	0	0	5
ARHGEF28	131	298	208	235	220	144
TBC1D26	1	0	0	0	0	1
LRRC69	56	34	53	62	55	57
CRPPA	51	84	25	32	35	32
NPIPA7	3692	2183	3183	2338	3170	2976
GSG1L2	0	0	0	0	0	0
ACSM4	11	8	14	11	11	8
COL28A1	152	50	190	65	200	65
PHB2	4250	3273	4554	5587	4250	3273
TCP11X2	0	0	2	0	0	0
NEURL4	1006	777	1090	1066	1204	1254
GRID2IP	21	6	45	18	55	18
UBXN2B	846	2088	710	1062	626	733
CXorf49	0	0	1	0	0	0
CBWD6	3003	2319	2493	2829	2699	2889
C16orf90	0	0	0	0	1	0
PRSS41	3	1	5	2	1	1
NLRP2B	4	2	1	2	3	1
MUC5AC	1	181	5	122	7	29
MSMP	0	0	0	0	0	0
GOLGA6B	4	17	24	22	3	12
FAM166B	12	8	22	15	19	9
PEX26	1884	1875	1318	1903	2120	1516
UBE2QL1	69	89	25	35	28	43
GOLGA8B	4695	3834	10923	9112	7954	9098
GAGE12G	2	0	1	0	0	0
HOMEZ	406	384	333	425	382	395
GAGE10	2	0	2	0	1	0
RNF212B	2	1	4	1	3	3
DDX3X	6870	13918	7633	9824	9683	12167
VPS16	997	929	994	1303	1305	1295
ZNF705D	3	6	5	11	4	2
ZNF705B	1	0	4	5	2	1
ZNF705G	3	7	4	9	3	3
MYL5	340	279	465	532	557	371
ZNF407	397	475	405	490	391	459
NPEPL1	473	367	794	716	749	737
KRTAP10-4	0	0	1	0	0	0
KRTAP10-1	0	0	0	0	0	0
RPL17-C18orf32	0	0	0	0	0	0
SKOR2	0	0	0	0	0	1
SIAH3	10	3	5	10	14	23
EFCAB8	8	18	14	26	17	20
DEFB116	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0
GAB4	0	0	0	0	1	0
C20orf202	5	4	6	7	5	3
HMX1	3	0	0	0	4	2
GCGR	68	18	38	23	57	40
RSC1A1	0	0	0	0	0	0
CELA2B	3	4	2	3	3	5
TMEM242	404	396	456	464	466	464
TMEM167B	1497	1996	1297	1511	1249	1453
FAM72D	848	188	613	557	633	497
TNFRSF25	1462	693	1443	1476	1976	2586
ZC3H11B	1689	2226	1682	1727	1676	1925
TSTD1	521	249	675	731	788	619
RPTN	0	0	0	0	0	0
CYB5RL	203	146	310	265	300	282
LACTBL1	0	0	0	0	0	0
C1orf167	5	1	2	0	3	3
TTC34	17	20	56	38	71	57
ATAD3C	459	555	267	408	246	276
IFI30	82	349	52	230	117	183
IGSF23	4	3	1	2	3	0
GAGE12E	1	0	0	0	0	0
FAM240C	10	2	2	1	2	2
CCDC7	125	86	146	134	84	109
FNIP1	693	1860	778	1006	631	693
CKLF	20	54	32	61	38	45
PAM16	263	183	211	277	215	259
CDC14C	10	29	20	16	30	9
TENM3	188	391	239	287	141	271
CEBPZOS	1080	794	849	841	789	832
TDRD15	2	0	2	3	3	0
PAPOLB	1	0	1	1	11	1
ZNF579	367	337	346	378	441	372
CELA3B	6	1	7	6	32	0
TAFA5	120	107	55	38	95	48
NBPF1	1647	1771	2200	1875	2086	1977
UMAD1	534	426	377	425	387	425
PPP1R3G	75	34	61	38	54	49
FAM228B	100	79	239	180	143	105
ZGLP1	49	29	59	67	76	65
VAMP2	3175	2004	2984	2054	3254	2942
OR6B1	0	0	0	0	0	0
C6orf226	98	62	138	154	166	138
PPP3R1	1464	1520	1023	1197	1210	1218
PSG3	0	0	0	1	1	0
FANCG	571	459	583	865	712	791
OR2A5	4	1	7	9	3	3
KRTAP10-9	0	0	0	0	0	0
AP4M1	424	405	418	407	494	385
OR4A5	0	0	0	0	0	0
C2orf16	17	28	21	40	27	39
KRTAP1-5	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0
OR2A12	2	0	1	2	4	1
KRTAP10-10	0	0	0	1	0	0
KRTAP12-2	0	0	0	0	0	0
PLXNA4	145	448	113	206	94	135
MAGEA3	0	0	0	0	0	0
CEBPD	2759	4747	6390	8593	2154	2285
ZNF816-ZNF321P	0	0	0	0	0	0
PSG7	0	0	0	0	1	0
KRTAP1-3	0	0	0	0	0	0
OR3A2	23	8	21	20	3	1
ZBED8	120	92	154	139	106	93
HMSD	35	20	16	18	52	58
OR1C1	0	1	0	1	1	0
POM121L12	0	0	0	0	10	0
FAM200A	237	189	191	227	213	225
OR2F2	0	0	0	0	0	0
PPP2R2A	1933	2004	1392	1763	1537	1753
ZNF880	314	266	196	210	269	307
TRIM16	299	283	288	296	387	315
OR6X1	0	0	0	0	0	0
OR2A25	12	5	15	12	13	6
TAS2R40	0	10	0	23	0	1
OR2A14	2	0	3	5	0	1
TIGD1	189	117	216	177	203	216
FXYD7	30	16	26	24	48	66
XKR9	31	38	9	3	12	13
OR4C12	0	0	0	0	0	0
SLC12A8	129	259	115	304	178	149
APOL6	2774	5512	1194	1575	1901	2293
FADS3	1886	1298	1691	1337	2044	1670
OR4E2	0	1	0	0	1	0
CCNL2	5064	4684	8264	7341	7816	7518
UBA52	11998	8114	15450	17366	20925	18789
MYBPHL	1	1	2	0	1	0
PPT2	214	163	218	209	228	195
OR2A2	0	0	1	1	1	1
ZNF630	113	95	86	72	119	84
OR52B4	0	1	0	0	0	1
BTBD19	231	925	263	505	144	213
FAM185A	103	101	119	177	126	133
RAB6C	740	842	431	493	454	471
C21orf140	28	16	28	17	25	25
PSMB11	1	0	0	0	2	1
POTEM	1822	2226	887	1515	1307	1503
POTEJ	6438	8837	3381	6158	4212	6178
DCDC2B	9	8	16	14	13	9
TRIM49D1	0	0	0	0	0	0
USP17L2	0	0	0	0	2	0
VPS52	1263	1152	1284	1415	1421	1617
CDRT15	18	4	46	29	29	16
USP17L15	0	0	0	0	0	0
CKMT1A	1152	2011	975	2676	2181	968
EBLN1	0	0	0	0	0	0
HBD	73	93	78	71	39	129
SUPT20HL2	3	2	10	7	3	1
ZNF735	7	6	9	7	3	3
RFPL4A	9	13	11	18	1	2
C1GALT1C1L	18	13	14	10	10	4
SUPT20HL1	4	4	10	10	4	2
CERS1	29	20	13	9	27	11
HLA-DPB1	10103	5072	12178	9227	18726	20937
C1QTNF5	8	2	2	11	8	2
CPTP	648	620	644	724	882	636
PRR29	72	44	58	66	86	108
C4B	9453	4011	14197	7404	10897	10743
ADM5	70	31	82	70	81	63
CXorf51A	0	0	0	0	0	0
ATXN1L	1081	1476	1378	1424	1234	1326
GPX5	0	0	0	0	0	1
GAGE12J	2	0	1	0	0	0
NPIPA3	2966	1814	2797	2125	2693	2617
NDUFAF8	590	367	582	887	844	760
GAGE12H	1	0	0	0	0	0
PRRT4	30	14	47	11	33	37
PPP4R3C	0	0	0	0	0	0
PNMA6F	3	1	9	3	9	3
PVALEF	0	0	1	0	0	0
PLEKHM1	1214	1867	1436	1879	1458	1495
USP17L3	0	0	0	2	3	0
FAM236D	2	0	2	0	1	2
MKRN2OS	19	25	39	63	49	24
C2CD4D	18	21	28	40	31	29
ZNF469	271	850	160	423	239	344
MCRIP1	1435	1170	1178	1332	1688	1602
SLC26A6	845	1255	1277	1762	1595	1094
OR6V1	0	0	0	1	0	0
DEFB131B	1	1	1	1	1	1
FAM229A	196	128	359	276	363	304
ERCC6	340	308	415	425	438	446
FRG2B	1	0	0	1	0	0
NTF4	2	2	1	0	0	1
ELFN1	104	114	39	66	49	66
PIGBOS1	173	147	172	173	193	198
CT47A6	0	0	0	0	0	0
FTCDNL1	50	30	51	36	24	37
OR52I2	0	0	1	1	2	2
CROCC2	37	5	48	8	46	45
DCAF8L1	0	0	0	0	0	0
USP17L7	0	0	0	1	0	1
TMEM185B	962	1458	828	1086	900	1006
CT47A9	0	0	0	0	0	0
KIF4B	38	40	49	93	44	53
CT47A12	0	0	0	0	0	0
HSBP1L1	368	267	387	363	466	298
TAS2R46	2	1	4	2	2	1
SRRM5	18	20	43	46	26	35
PGAM4	2470	2874	1986	3743	2623	3136
C13orf42	1	1	3	2	1	4
ERVMER34-1	13	29	6	13	24	50
CT47A11	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0
LTA	349	137	183	200	397	365
C14orf132	476	510	475	488	423	414
WDR46	1587	1405	1028	1611	1724	1798
ANHX	0	0	0	0	0	0
ZNF717	117	88	146	156	152	167
USP17L5	0	0	0	0	0	0
PRR20D	0	0	0	1	1	0
KLLN	53	50	51	38	47	50
PARG	633	743	671	786	697	771
AKR1B15	94	228	78	135	118	33
GAGE12D	1	0	0	0	0	0
SCAMP4	1491	1353	1190	1438	1262	1277
LTB	4379	1901	4528	3327	10827	8348
USP17L12	0	0	0	0	0	0
GOLGA6L25P	2	0	0	4	1	3
RD3L	0	0	0	0	1	1
TEX46	1	0	0	3	1	2
MRLN	7	8	11	1	9	7
IFNA14	0	0	0	0	0	0
OR2M3	1	0	0	1	0	1
MT-ATP8	24747	20385	22136	19141	22136	19141
ORM2	22	142	84	41	26	25
OST4	1671	1366	1802	2688	2303	2200
C2orf92	84	44	126	110	243	248
CT47A7	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0
NUTM2E	154	119	154	147	182	152
FNDC10	86	55	103	157	146	136
CLDN25	0	0	0	0	0	0
PROB1	151	155	163	246	271	204
ARL17B	1484	1024	1273	1438	1215	1340
DHFR	2328	1365	2268	2627	2346	2214
SAPCD1	42	19	61	59	90	72
USP17L30	0	0	0	0	0	0
TSPY3	0	1	1	0	1	0
RPL41	36882	22089	46044	49414	36882	22089
PGA4	54	23	54	65	4	21
RFPL4AL1	9	14	10	20	1	2
ORM1	16	267	119	74	23	31
SPINK8	0	1	0	0	0	0
PATL2	291	241	439	395	394	491
TSPY8	0	1	1	0	1	0
PRAMEF25	0	1	0	0	0	0
USP17L26	0	0	0	0	0	0
PRAC2	0	0	0	0	1	0
PRR20C	0	0	0	1	1	0
H2AL3	0	1	0	0	1	0
ZNF492	48	55	34	48	29	57
ZNF688	423	256	485	481	621	572
PET100	263	235	329	480	520	428
PGA3	80	30	60	69	5	33
GK3P	108	2102	84	429	83	127
FAM90A26	7	2	4	1	5	4
PRPS1L1	23	15	13	22	23	22
IQCF3	0	0	0	0	0	0
POTEB2	0	0	1	0	0	0
ANKRD66	1	1	4	1	0	2
ACBD6	810	636	795	856	1080	997
OR4F3	1	3	1	1	4	1
OR5H6	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0
SPDYE21	109	68	152	123	145	142
USP17L25	0	0	0	0	0	0
ANKRD18B	13	5	3	11	11	10
USP17L1	0	0	0	2	3	0
CCDC192	12	4	6	7	7	12
TEX48	0	3	0	0	1	3
PRB4	0	0	0	2	0	0
YY2	50	51	35	43	39	35
STMND1	14	3	20	7	13	4
HSBP1	2600	2524	1815	2609	2173	2256
USP17L28	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0
OR5H1	1	0	1	0	3	2
PLSCR5	0	0	0	0	0	0
CFAP97D1	1	3	0	1	2	1
SBK3	2	7	5	5	2	2
HLA-DPA1	11592	6256	14180	12094	20398	27623
USP17L10	0	0	0	0	0	0
RPS18	35058	19399	40823	41393	56456	53727
USP17L29	0	0	0	0	0	0
TSPAN19	8	1	0	2	8	1
AKAIN1	2	0	1	0	6	1
CYP21A2	60	27	108	60	79	55
OR5K2	4	6	8	6	5	6
PRH1	26	7	10	9	26	7
PSG1	0	0	1	1	1	0
TAPBP	8387	10275	4455	5104	6101	6395
PPP1R2B	367	376	249	279	245	300
ZBED9	15	22	23	19	30	17
TMEM253	5	22	4	38	17	11
TMA7	1428	1029	1669	2188	2398	2044
MCTS1	1414	1280	1262	1428	1409	1629
DYTN	0	2	0	0	0	0
MTRNR2L4	4	9	7	7	8	6
ASCL5	3	5	6	7	4	8
TMEM114	0	0	0	0	2	0
KRTAP25-1	0	0	0	0	0	0
OR52I1	0	0	3	3	0	1
OR5K1	6	1	5	2	5	0
SMIM26	354	292	455	453	568	498
USP17L13	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0
AJM1	471	296	490	358	551	321
HLA-DQB2	1500	597	1879	1434	1891	2005
TNF	272	633	184	144	274	307
PET117	47	60	51	63	55	61
LYRM9	103	40	140	71	148	120
DEFB130A	2	0	0	0	0	0
DEFB130B	2	0	0	0	0	0
ERVH48-1	9	2	5	7	5	6
RAB6D	628	841	375	459	440	461
RNF224	13	5	13	11	17	12
GPX1	4181	4233	6464	10147	6275	8218
OR5H15	0	0	0	0	0	0
BTBD18	8	10	9	4	4	1
TMEM238	177	138	288	452	747	234
TWIST2	168	246	123	222	97	126
PIRT	255	53	107	39	129	51
PRR23C	0	0	1	0	4	0
TRIM49D2	0	0	0	0	0	0
TSPY4	0	1	1	0	1	0
IFNA13	0	0	0	0	0	1
H2BC15	76	90	105	117	74	89
POTEB	0	0	1	0	0	0
CTXN2	3	0	0	0	0	0
UQCRHL	1169	856	1377	1828	1697	1395
PAGE2	1	1	1	0	1	1
TRIM26	2352	2112	2095	1854	2731	2456
C16orf82	0	1	0	0	0	0
TMEM229A	7	1	1	2	1	3
PRR20E	0	0	0	1	1	0
ZNF879	152	137	116	123	127	148
H2BS1	236	237	249	268	209	223
CCDC188	48	27	32	29	48	63
RBMY1A1	0	0	0	0	0	0
ZNF736	595	438	709	643	688	783
PINLYP	91	61	104	129	80	65
CLDN34	0	1	0	1	1	1
C5orf58	28	367	42	99	40	67
FAM133B	1446	1129	863	943	1122	945
MCIDAS	0	0	0	1	0	0
JRK	640	540	915	957	917	976
NPIPB2	1222	1220	2233	1650	1665	1958
HLA-B	55835	67627	54734	74934	93351	101786
IQCM	4	4	9	5	11	5
IFNA17	0	0	0	0	0	0
APOC2	1	1	1	0	1	0
SHISA8	241	25	205	48	489	305
C19orf81	3	1	2	3	8	9
ANKRD65	281	131	286	194	412	362
BRD3OS	435	288	379	369	420	431
ZSCAN31	151	121	140	97	138	122
FAM237A	0	0	0	0	0	0
C12orf75	704	435	884	968	704	435
SMIM1	15	10	39	22	35	26
PPP1R3E	839	550	1305	979	1042	1111
KDM4E	6	2	5	5	6	2
RPEL1	175	175	149	208	126	169
SPAAR	16	12	13	31	20	16
SMIM27	146	77	141	145	129	135
NFAM1	717	3020	621	1013	492	835
NKX1-1	0	0	0	0	0	0
RNF148	0	3	0	6	2	1
CXorf51B	0	0	0	0	0	0
ANKRD34C	1	1	0	0	0	1
MFRP	0	0	0	0	0	0
KIAA0040	1965	2557	2073	1938	1786	1859
USP17L27	0	0	0	0	0	0
B3GALT4	245	251	322	378	453	408
LCE6A	0	0	0	0	0	0
PNMA6A	43	15	34	44	34	44
PATE3	0	0	0	0	0	0
OR5H14	0	0	0	0	2	0
ZBTB22	554	412	756	678	881	775
USP17L4	0	0	0	1	3	0
CT47A3	0	0	0	0	0	0
CLEC2L	2	10	2	1	9	4
ZBED5	2161	1513	1851	1755	2089	2369
SLFN14	4	7	9	8	13	23
PPIAL4G	775	526	493	719	762	792
GAGE12F	2	0	1	0	0	0
CCDC200	204	262	129	150	115	166
TAS2R39	0	0	0	0	1	1
TSPY10	0	1	0	0	0	0
UBE2L5	406	419	263	413	316	412
CT47B1	0	0	0	0	0	0
ZNF853	403	243	275	293	285	293
IFNA4	0	0	0	1	0	0
ARHGEF38	36	82	48	67	70	39
CTAGE9	176	257	217	207	227	207
ZNF593OS	2	8	3	4	10	15
C3orf84	0	0	0	1	0	0
OR10G9	0	0	0	0	0	0
